image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram
https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram
https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram
https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram
https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,630869,item_weight,3.2 gram
https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,630869,item_weight,6.5 gram
https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram
https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram
https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram
https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram
https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram
https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram
https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram
https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram
https://m.media-amazon.com/images/I/61390hosjFL.jpg,308856,item_weight,8 kilogram
https://m.media-amazon.com/images/I/71YiRw3e1lL.jpg,630869,item_weight,3.0 pound
https://m.media-amazon.com/images/I/719poaEkdEL.jpg,459516,item_weight,750.0 milligram
https://m.media-amazon.com/images/I/41njJJg-ANL.jpg,308671,item_weight,8.0 gram
https://m.media-amazon.com/images/I/71qEriwsbIL.jpg,299791,item_weight,23.0 gram
https://m.media-amazon.com/images/I/514M5CrBK4L.jpg,630869,item_weight,9.8 gram
https://m.media-amazon.com/images/I/61qOr-yqaVL.jpg,442321,item_weight,198.0 pound
https://m.media-amazon.com/images/I/61xxqfM2EwL.jpg,991868,item_weight,9.0 kilogram
https://m.media-amazon.com/images/I/81yG9eUKvxL.jpg,208023,item_weight,2.5 kilogram
https://m.media-amazon.com/images/I/61FMOl299lL.jpg,593600,item_weight,50.0 gram
https://m.media-amazon.com/images/I/51T1Kh7WWGL.jpg,299791,item_weight,4.1 gram
https://m.media-amazon.com/images/I/71G8XyPqcIL.jpg,630869,item_weight,9.2 gram
https://m.media-amazon.com/images/I/61Hhju+qn9L.jpg,308856,item_weight,600.0 gram
https://m.media-amazon.com/images/I/51Alw-4+zJL.jpg,308856,item_weight,20.0 kilogram
https://m.media-amazon.com/images/I/81l6zfwKG7L.jpg,731432,item_weight,13.0 gram
https://m.media-amazon.com/images/I/71eATPu53YL.jpg,731432,item_weight,13.0 gram
https://m.media-amazon.com/images/I/81R8CrWXthL.jpg,731432,item_weight,1000.0 milligram
https://m.media-amazon.com/images/I/71qiWPgPcUS.jpg,908443,item_weight,264.0 gram
https://m.media-amazon.com/images/I/81nyHjPXg-L.jpg,308856,item_weight,34 kilogram
https://m.media-amazon.com/images/I/71EREAIkJZS.jpg,299791,item_weight,72.57 gram
https://m.media-amazon.com/images/I/61bpzE0p4yL.jpg,459516,item_weight,100 gram
https://m.media-amazon.com/images/I/71yqAwAikaL.jpg,731432,item_weight,180 gram
https://m.media-amazon.com/images/I/61431aMH6cL.jpg,731432,item_weight,180 gram
https://m.media-amazon.com/images/I/71lxjbXw9bL.jpg,731432,item_weight,180 gram
https://m.media-amazon.com/images/I/71cziTM6TfL.jpg,731432,item_weight,180 gram
https://m.media-amazon.com/images/I/71Btb49O2dL.jpg,731432,item_weight,180 gram
https://m.media-amazon.com/images/I/51QhV+Ox86L.jpg,630869,item_weight,33 gram
https://m.media-amazon.com/images/I/51ArM1PP7WL.jpg,523149,item_weight,8.0 gram
https://m.media-amazon.com/images/I/51F+K7Zx9fL.jpg,558374,item_weight,1.77 ounce
https://m.media-amazon.com/images/I/51u2vv6e8yL.jpg,881883,item_weight,350.0 gram
https://m.media-amazon.com/images/I/71PexaOBvoL.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/81uHTyMDa7L.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/81x+p0LzKbL.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/71kCYzCu0UL.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/81F2B83meFL.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/71KFQ3qt4gL.jpg,529606,item_weight,567.0 gram
https://m.media-amazon.com/images/I/71+FvzD14RL.jpg,893692,item_weight,2.4 kilogram
https://m.media-amazon.com/images/I/414maJ3RUML.jpg,120569,item_weight,25 kilogram
https://m.media-amazon.com/images/I/7158CO+v3kL.jpg,564709,item_weight,50.0 kilogram
https://m.media-amazon.com/images/I/71NoP+8HnqS.jpg,593600,item_weight,263.0 gram
https://m.media-amazon.com/images/I/51K0v0zo-wL.jpg,507988,item_weight,250.0 gram
https://m.media-amazon.com/images/I/51H6vfyBqML.jpg,507988,item_weight,250.0 gram
https://m.media-amazon.com/images/I/81gzy3-ZlML.jpg,459516,item_weight,200 gram
https://m.media-amazon.com/images/I/71mKPQGo8wL.jpg,599772,item_weight,1.8 kilogram
https://m.media-amazon.com/images/I/81puuiKhs5L.jpg,601746,item_weight,800.0 gram
https://m.media-amazon.com/images/I/61CLKFwJa4L.jpg,630869,item_weight,24.8 gram
https://m.media-amazon.com/images/I/615v9WaUIuL.jpg,483370,item_weight,4.0 kilogram
https://m.media-amazon.com/images/I/61HisZt9hcL.jpg,208023,item_weight,3.59 kilogram
https://m.media-amazon.com/images/I/31o8WywVeTL.jpg,299791,item_weight,7 gram
https://m.media-amazon.com/images/I/61Ik5NY4ExL.jpg,299791,item_weight,9.8 gram
https://m.media-amazon.com/images/I/71PGzqxh-EL.jpg,523149,item_weight,3.8 gram
https://m.media-amazon.com/images/I/71uqF3qqsuL.jpg,844474,item_weight,0.45 kilogram
https://m.media-amazon.com/images/I/61vdMgkasML.jpg,179080,item_weight,70.5 pound
https://m.media-amazon.com/images/I/71WffHaS-QL.jpg,589105,item_weight,1.87 pound
https://m.media-amazon.com/images/I/61mLRVKOr3L.jpg,748919,item_weight,125.0 gram
https://m.media-amazon.com/images/I/619W5ruX5xL.jpg,523149,item_weight,21.0 gram
https://m.media-amazon.com/images/I/51YZWIRgY0L.jpg,630869,item_weight,30.0 gram
https://m.media-amazon.com/images/I/7185b+0uzML.jpg,459516,item_weight,679.0 milligram
https://m.media-amazon.com/images/I/8146TN-qDgL.jpg,881883,item_weight,500.0 gram
https://m.media-amazon.com/images/I/71bA7Tj2y5L.jpg,120569,item_weight,15.0 kilogram
https://m.media-amazon.com/images/I/81ZyvlRczjL.jpg,311997,item_weight,175.0 kilogram
https://m.media-amazon.com/images/I/81zuZujBfyL.jpg,311997,item_weight,175.0 kilogram
https://m.media-amazon.com/images/I/71mi7h+tZmL.jpg,281678,item_weight,1.0 gram
https://m.media-amazon.com/images/I/71ihnkVAoCL.jpg,241608,item_weight,460.0 gram
https://m.media-amazon.com/images/I/71k9HXFp5VL.jpg,767202,item_weight,23.0 kilogram
https://m.media-amazon.com/images/I/815pYcvCCeL.jpg,365637,item_weight,300.0 gram
https://m.media-amazon.com/images/I/615roHaokEL.jpg,810266,item_weight,100.0 gram
https://m.media-amazon.com/images/I/71JXfZLNJjL.jpg,639090,item_weight,22.0 gram
https://m.media-amazon.com/images/I/71yQq9I3yzL.jpg,731432,item_weight,3.0 gram
https://m.media-amazon.com/images/I/718M5ODio0L.jpg,731432,item_weight,3.0 gram
https://m.media-amazon.com/images/I/61lpwH0qHbL.jpg,731432,item_weight,3.0 gram
https://m.media-amazon.com/images/I/712sZRVe98L.jpg,731432,item_weight,2.0 ton
https://m.media-amazon.com/images/I/51WSQa1ygML.jpg,630869,item_weight,14.8 gram
https://m.media-amazon.com/images/I/71QR6ELoPnL.jpg,675317,item_weight,4.4 pound
https://m.media-amazon.com/images/I/71cO37WLcCL.jpg,675317,item_weight,4.4 pound
https://m.media-amazon.com/images/I/61qfHDESRQL.jpg,275506,item_weight,4.5 gram
https://m.media-amazon.com/images/I/61QC4Kt6FgL.jpg,275506,item_weight,4.5 gram
https://m.media-amazon.com/images/I/711unoPoAUL.jpg,801829,item_weight,120.0 gram
https://m.media-amazon.com/images/I/81cNMlJ3rUL.jpg,297918,item_weight,40.0 gram
https://m.media-amazon.com/images/I/71V8xeIdY8L.jpg,297918,item_weight,0.0 gram
https://m.media-amazon.com/images/I/81QVNxEt5jL.jpg,297918,item_weight,40.0 gram
https://m.media-amazon.com/images/I/61rzdBIml6S.jpg,416664,item_weight,60.0 gram
https://m.media-amazon.com/images/I/71XLo+kfY4S.jpg,416664,item_weight,60.0 gram
https://m.media-amazon.com/images/I/61GnRPsq7eS.jpg,308856,item_weight,390 gram
https://m.media-amazon.com/images/I/71L-+M3VVPL.jpg,507619,item_weight,"[25.0, 30.0] pound"
https://m.media-amazon.com/images/I/71CgwBBpm2L.jpg,953031,item_weight,5.0 gram
https://m.media-amazon.com/images/I/61uEVvHFcnL.jpg,953031,item_weight,5.0 gram
https://m.media-amazon.com/images/I/51-GFfHUt5L.jpg,993359,item_weight,100 gram
https://m.media-amazon.com/images/I/71wManz+q7L.jpg,281678,item_weight,100.0 gram
https://m.media-amazon.com/images/I/71rBE9Nt9sL.jpg,281678,item_weight,100.0 gram
https://m.media-amazon.com/images/I/61NpAba1eLL.jpg,523149,item_weight,2.6 gram
https://m.media-amazon.com/images/I/81GfAC59d9L.jpg,387046,item_weight,7.9 kilogram
https://m.media-amazon.com/images/I/71BkkuPYJFL.jpg,433914,item_weight,150.0 kilogram
https://m.media-amazon.com/images/I/61k7TzX5kYL.jpg,601746,item_weight,0.9 kilogram
https://m.media-amazon.com/images/I/81BxHI-QPIL.jpg,558374,item_weight,2.82 ounce
https://m.media-amazon.com/images/I/71WaRSgdUyL.jpg,558374,item_weight,16.0 gram
https://m.media-amazon.com/images/I/61cEFL6Y49L.jpg,884560,item_weight,132.0 gram
https://m.media-amazon.com/images/I/817S4LJR21L.jpg,281678,item_weight,77.0 gram
https://m.media-amazon.com/images/I/81V9hFKQT4L.jpg,281678,item_weight,77.0 gram
https://m.media-amazon.com/images/I/81i7biHKFUL.jpg,957185,item_weight,100.0 gram
https://m.media-amazon.com/images/I/9146CDDyS1L.jpg,654649,item_weight,100.0 gram
https://m.media-amazon.com/images/I/61zbBwJJ86L.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/61g2MIPw-SL.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/61rViW3qEDL.jpg,375816,item_weight,25 gram
https://m.media-amazon.com/images/I/41fYovCueJL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61dL1hqmPTL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61ErAvSUnML.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/41J6cTfYEJL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/51FHIAeaWpL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/51egZNPkbmL.jpg,529606,item_weight,150 gram
https://m.media-amazon.com/images/I/61ptgk7Z6NL.jpg,459516,item_weight,200 gram
https://m.media-amazon.com/images/I/61mR0nvTi2L.jpg,483370,item_weight,2460.0 gram
https://m.media-amazon.com/images/I/81jraWFAHEL.jpg,654649,item_weight,6.0 ton
https://m.media-amazon.com/images/I/61q8BFKyG5L.jpg,416664,item_weight,2.5 kilogram
https://m.media-amazon.com/images/I/719SXCcE+yL.jpg,749917,item_weight,1300.0 gram
https://m.media-amazon.com/images/I/81pIxwIlH1L.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/81dTA+JL8hL.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/91YXnPoBr9L.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/61ssSqT8LBL.jpg,483370,item_weight,2022.0 gram
https://m.media-amazon.com/images/I/71rMtEbiU2L.jpg,932012,item_weight,220.0 gram
https://m.media-amazon.com/images/I/71DngBpcvfL.jpg,932012,item_weight,220.0 gram
https://m.media-amazon.com/images/I/81eYKrxwPeL.jpg,396159,item_weight,240.0 gram
https://m.media-amazon.com/images/I/41yG6r50SGL.jpg,477578,item_weight,47.0 gram
https://m.media-amazon.com/images/I/61CKA8YZZQL.jpg,731432,item_weight,11 pound
https://m.media-amazon.com/images/I/71GGzJw4lJL.jpg,731432,item_weight,5 kilogram
https://m.media-amazon.com/images/I/71s4ixwJ35L.jpg,731432,item_weight,6.6 pound
https://m.media-amazon.com/images/I/61oJbgINwyL.jpg,731432,item_weight,3 kilogram
https://m.media-amazon.com/images/I/71xNXOBXbeL.jpg,731432,item_weight,6.6 pound
https://m.media-amazon.com/images/I/81ILq5SlokL.jpg,731432,item_weight,5 kilogram
https://m.media-amazon.com/images/I/61qBC3QCpKL.jpg,731432,item_weight,3 kilogram
https://m.media-amazon.com/images/I/41jz25vrqpL.jpg,308671,item_weight,9 gram
https://m.media-amazon.com/images/I/81fRIl3bhHL.jpg,917343,item_weight,18.0 ounce
https://m.media-amazon.com/images/I/61ZcOamhAXL.jpg,359859,item_weight,0.13 pound
https://m.media-amazon.com/images/I/6179WU7pPnL.jpg,273748,item_weight,0.41 kilogram
https://m.media-amazon.com/images/I/711UcLF1AOL.jpg,563130,item_weight,2.0 pound
https://m.media-amazon.com/images/I/71bEyocs6cL.jpg,563130,item_weight,2.0 pound
https://m.media-amazon.com/images/I/81P0F4kSO5L.jpg,479564,item_weight,38.0 gram
https://m.media-amazon.com/images/I/61xt0+F24LL.jpg,254449,item_weight,50.0 gram
https://m.media-amazon.com/images/I/41o+Ah16aOL.jpg,254449,item_weight,50.0 gram
https://m.media-amazon.com/images/I/61t+5wQl08L.jpg,254449,item_weight,500.0 milligram
https://m.media-amazon.com/images/I/61jznP3TP-L.jpg,254449,item_weight,50.0 gram
https://m.media-amazon.com/images/I/41UtmzUICML.jpg,254449,item_weight,76.0 ounce
https://m.media-amazon.com/images/I/71N+e+6NXUL.jpg,639090,item_weight,150.0 gram
https://m.media-amazon.com/images/I/71wSp5zkmOL.jpg,639090,item_weight,13.0 gram
https://m.media-amazon.com/images/I/61dRC9mLuLL.jpg,639090,item_weight,150.0 gram
https://m.media-amazon.com/images/I/718Y1zul73L.jpg,675317,item_weight,2.1 pound
https://m.media-amazon.com/images/I/61HmWvlaCgS.jpg,844474,item_weight,0.0 pound
https://m.media-amazon.com/images/I/61hmMEg2+JL.jpg,625310,item_weight,40.0 gram
https://m.media-amazon.com/images/I/717jdsjET2S.jpg,299791,item_weight,30.0 gram
https://m.media-amazon.com/images/I/71UctMVz2wL.jpg,334327,item_weight,1.43 pound
https://m.media-amazon.com/images/I/71Y2sN5CZ2L.jpg,601746,item_weight,200.0 kilogram
https://m.media-amazon.com/images/I/71TIH9xp14L.jpg,844474,item_weight,260.0 gram
https://m.media-amazon.com/images/I/61IZwm4favL.jpg,523149,item_weight,4.0 gram
https://m.media-amazon.com/images/I/71Cpa4ITxCL.jpg,564709,item_weight,23.0 kilogram
https://m.media-amazon.com/images/I/71XKEn+9WSL.jpg,564709,item_weight,0.0 ounce
https://m.media-amazon.com/images/I/71VHlwzHsIL.jpg,630869,item_weight,34.5 gram
https://m.media-amazon.com/images/I/81aU1hA-LKL.jpg,507988,item_weight,60.0 gram
https://m.media-amazon.com/images/I/911ddalhbYL.jpg,529606,item_weight,4.0 pound
https://m.media-amazon.com/images/I/71CPTuB3GzL.jpg,275506,item_weight,32.0 gram
https://m.media-amazon.com/images/I/61ZR+zqTeFL.jpg,275506,item_weight,32.0 gram
https://m.media-amazon.com/images/I/71IqOdJNJ0L.jpg,810266,item_weight,13.5 ounce
https://m.media-amazon.com/images/I/812RLyHuZgL.jpg,932012,item_weight,7.0 ounce
https://m.media-amazon.com/images/I/61nQgfAzcjL.jpg,523149,item_weight,15.9 gram
https://m.media-amazon.com/images/I/51LXZCTnMuL.jpg,299791,item_weight,35.3 gram
https://m.media-amazon.com/images/I/71PKpcLG-3L.jpg,308856,item_weight,10 kilogram
https://m.media-amazon.com/images/I/71om5sNcHSL.jpg,308856,item_weight,10 kilogram
https://m.media-amazon.com/images/I/51iLFnog-TL.jpg,993359,item_weight,200 gram
https://m.media-amazon.com/images/I/71ZTyrP+83L.jpg,731432,item_weight,100 gram
https://m.media-amazon.com/images/I/71IXiyI6MgL.jpg,639090,item_weight,315.0 gram
https://m.media-amazon.com/images/I/71as9Ior9hL.jpg,299791,item_weight,22.0 gram
https://m.media-amazon.com/images/I/81uaGW5FXGL.jpg,523149,item_weight,4.0 gram
https://m.media-amazon.com/images/I/81flV4kwOwL.jpg,449021,item_weight,8.0 ounce
https://m.media-amazon.com/images/I/91zZGVgZh+L.jpg,881883,item_weight,13.0 ton
https://m.media-amazon.com/images/I/51PKOVajYoL.jpg,523149,item_weight,4.4 gram
https://m.media-amazon.com/images/I/71FO3i3r+US.jpg,630390,item_weight,750 gram
https://m.media-amazon.com/images/I/71r5a-F3-BS.jpg,630390,item_weight,750 gram
https://m.media-amazon.com/images/I/81mBfsyl+DL.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/714cnffNW3L.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/81DMfLssTwL.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/81M9xG3reDL.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/71BqZJVE4kL.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/81L5qqZU1NL.jpg,375816,item_weight,8.0 ounce
https://m.media-amazon.com/images/I/717z1HKi8oL.jpg,375816,item_weight,123.0 gram
https://m.media-amazon.com/images/I/71J+30S5EDL.jpg,750220,item_weight,200 gram
https://m.media-amazon.com/images/I/71A2oqx3rmL.jpg,299791,item_weight,56 gram
https://m.media-amazon.com/images/I/91-tHcMlZzL.jpg,489118,item_weight,320.0 gram
https://m.media-amazon.com/images/I/71NFYx8fBXL.jpg,489118,item_weight,320.0 gram
https://m.media-amazon.com/images/I/61vlGd51PeL.jpg,844474,item_weight,0.88 pound
https://m.media-amazon.com/images/I/61ZBhPKQ2xL.jpg,563130,item_weight,8.0 gram
https://m.media-amazon.com/images/I/616boDUl2HL.jpg,459516,item_weight,1440 milligram
https://m.media-amazon.com/images/I/61Q-ggen5XL.jpg,299791,item_weight,1.6 gram
https://m.media-amazon.com/images/I/8190fwx-OdL.jpg,281678,item_weight,1.2 gram
https://m.media-amazon.com/images/I/41CKvM8JV7L.jpg,866516,item_weight,14.0 gram
https://m.media-amazon.com/images/I/71THO4WNG-L.jpg,916768,item_weight,590.0 gram
https://m.media-amazon.com/images/I/71J-AA3BW3L.jpg,442321,item_weight,100.0 kilogram
https://m.media-amazon.com/images/I/81PcR51hbUL.jpg,589105,item_weight,50.0 ton
https://m.media-amazon.com/images/I/717XYkhGpKL.jpg,978900,item_weight,276.0 gram
https://m.media-amazon.com/images/I/61ezcEdeQcL.jpg,459516,item_weight,400.0 milligram
https://m.media-amazon.com/images/I/61gjCs2yeCL.jpg,459516,item_weight,90.0 gram
https://m.media-amazon.com/images/I/71iifNw7WkL.jpg,132401,item_weight,165.0 pound
https://m.media-amazon.com/images/I/61cNUSZr+EL.jpg,523149,item_weight,2.5 gram
https://m.media-amazon.com/images/I/41egkCDTTML.jpg,483370,item_weight,100.0 gram
https://m.media-amazon.com/images/I/6183amP6LdL.jpg,459516,item_weight,3.52 ounce
https://m.media-amazon.com/images/I/61NpoOFjk6L.jpg,459516,item_weight,100 gram
https://m.media-amazon.com/images/I/61DnguuYwbL.jpg,459516,item_weight,3.52 ounce
https://m.media-amazon.com/images/I/71khUZBj+4L.jpg,459516,item_weight,100 gram
https://m.media-amazon.com/images/I/715DgMR-hkL.jpg,226504,item_weight,10.5 kilogram
https://m.media-amazon.com/images/I/51En0fgN73L.jpg,308856,item_weight,70 gram
https://m.media-amazon.com/images/I/81CYds5q79L.jpg,308856,item_weight,70 gram
https://m.media-amazon.com/images/I/81ssfOL5b-L.jpg,308856,item_weight,70 gram
https://m.media-amazon.com/images/I/61E9-xj8ciL.jpg,993359,item_weight,3.52 ounce
https://m.media-amazon.com/images/I/617Jckaf62L.jpg,993359,item_weight,100 gram
https://m.media-amazon.com/images/I/71RjWH103nS.jpg,375816,item_weight,200 gram
https://m.media-amazon.com/images/I/51Ak7GKuiLL.jpg,375816,item_weight,200 gram
https://m.media-amazon.com/images/I/71BTB4+8bWL.jpg,529606,item_weight,0 gram
https://m.media-amazon.com/images/I/717izgnf0qL.jpg,529606,item_weight,0 gram
https://m.media-amazon.com/images/I/918PpLvmRHL.jpg,731432,item_weight,60 gram
https://m.media-amazon.com/images/I/71KQtc1rA6L.jpg,523149,item_weight,11.7 gram
https://m.media-amazon.com/images/I/71DwqzSrFCL.jpg,523149,item_weight,11.7 gram
https://m.media-amazon.com/images/I/61BmXdBPeAL.jpg,881883,item_weight,120.0 gram
https://m.media-amazon.com/images/I/61EZUdXT3vL.jpg,752266,item_weight,0.51 kilogram
https://m.media-amazon.com/images/I/611UdEWakYL.jpg,523149,item_weight,7.5 gram
https://m.media-amazon.com/images/I/71xH9zWYDXL.jpg,564709,item_weight,120.0 kilogram
https://m.media-amazon.com/images/I/81yGnWN1gpL.jpg,225091,item_weight,4.0 kilogram
https://m.media-amazon.com/images/I/71iJwszcKmL.jpg,225091,item_weight,4.0 kilogram
https://m.media-amazon.com/images/I/814zl+0TMJL.jpg,396159,item_weight,2.0 gram
https://m.media-amazon.com/images/I/71uSbcePMFL.jpg,192132,item_weight,400.0 gram
